iid,pid,wave,dec,match,age_A,amb1_1_A,amb2_1_A,amb3_1_A,art_A,attr1_1_A,attr2_1_A,attr3_1_A,career_c_A,clubbing_A,concerts_A,date_A,dining_A,exercise_A,exphappy_A,field_cd_A,fun1_1_A,fun2_1_A,fun3_1_A,gaming_A,gender_A,go_out_A,goal_A,hiking_A,imprace_A,imprelig_A,intel1_1_A,intel2_1_A,intel3_1_A,movies_A,museums_A,music_A,race_A,reading_A,shar1_1_A,shar2_1_A,shopping_A,sinc1_1_A,sinc2_1_A,sinc3_1_A,sports_A,theater_A,tv_A,tvsports_A,yoga_A,age_B,amb1_1_B,amb2_1_B,amb3_1_B,art_B,attr1_1_B,attr2_1_B,attr3_1_B,career_c_B,clubbing_B,concerts_B,date_B,dining_B,exercise_B,exphappy_B,field_cd_B,fun1_1_B,fun2_1_B,fun3_1_B,gaming_B,gender_B,go_out_B,goal_B,hiking_B,imprace_B,imprelig_B,intel1_1_B,intel2_1_B,intel3_1_B,movies_B,museums_B,music_B,race_B,reading_B,shar1_1_B,shar2_1_B,shopping_B,sinc1_1_B,sinc2_1_B,sinc3_1_B,sports_B,theater_B,tv_B,tvsports_B,yoga_B
490,471,19,1,0,29.0,10.0,15.0,6.0,7.0,30.0,50.0,3.0,6.0,5.0,9.0,6.0,7.0,2.0,3.0,14.0,10.0,10.0,6.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,20.0,25.0,8.0,10.0,7.0,8.0,2.0,9.0,15.0,0.0,7.0,15.0,0.0,7.0,3.0,8.0,9.0,1.0,4.0,30.0,15.0,15.0,9.0,7.0,15.0,25.0,7.0,4.0,9.0,6.0,5.0,10.0,6.0,5.0,4.0,10.0,15.0,8.0,2.0,0.0,3.0,2.0,5.0,8.0,8.0,25.0,15.0,9.0,8.0,7.0,6.0,4.0,7.0,20.0,20.0,10.0,15.0,10.0,8.0,3.0,6.0,8.0,4.0,4.0
490,472,19,0,0,29.0,10.0,15.0,6.0,7.0,30.0,50.0,3.0,6.0,5.0,9.0,6.0,7.0,2.0,3.0,14.0,10.0,10.0,6.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,20.0,25.0,8.0,10.0,7.0,8.0,2.0,9.0,15.0,0.0,7.0,15.0,0.0,7.0,3.0,8.0,9.0,1.0,4.0,25.0,10.0,5.0,9.0,8.0,10.0,30.0,8.0,5.0,7.0,10.0,4.0,9.0,7.0,4.0,5.0,20.0,30.0,10.0,1.0,0.0,2.0,2.0,9.0,1.0,3.0,25.0,10.0,8.0,10.0,9.0,10.0,3.0,8.0,10.0,20.0,5.0,25.0,5.0,10.0,10.0,10.0,1.0,6.0,9.0
490,473,19,0,0,29.0,10.0,15.0,6.0,7.0,30.0,50.0,3.0,6.0,5.0,9.0,6.0,7.0,2.0,3.0,14.0,10.0,10.0,6.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,20.0,25.0,8.0,10.0,7.0,8.0,2.0,9.0,15.0,0.0,7.0,15.0,0.0,7.0,3.0,8.0,9.0,1.0,4.0,34.0,15.0,15.0,7.0,8.0,15.0,20.0,7.0,2.0,6.0,9.0,6.0,8.0,5.0,7.0,10.0,15.0,15.0,8.0,6.0,0.0,4.0,2.0,8.0,1.0,1.0,20.0,15.0,10.0,9.0,8.0,9.0,4.0,9.0,15.0,15.0,7.0,20.0,20.0,9.0,7.0,8.0,8.0,5.0,7.0
490,474,19,1,0,29.0,10.0,15.0,6.0,7.0,30.0,50.0,3.0,6.0,5.0,9.0,6.0,7.0,2.0,3.0,14.0,10.0,10.0,6.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,20.0,25.0,8.0,10.0,7.0,8.0,2.0,9.0,15.0,0.0,7.0,15.0,0.0,7.0,3.0,8.0,9.0,1.0,4.0,30.0,5.0,10.0,7.0,7.0,15.0,50.0,9.0,2.0,9.0,7.0,6.0,10.0,10.0,9.0,10.0,30.0,10.0,10.0,2.0,0.0,5.0,1.0,9.0,1.0,1.0,10.0,10.0,8.0,3.0,7.0,10.0,1.0,8.0,20.0,10.0,6.0,20.0,10.0,9.0,10.0,4.0,1.0,2.0,9.0
490,475,19,1,0,29.0,10.0,15.0,6.0,7.0,30.0,50.0,3.0,6.0,5.0,9.0,6.0,7.0,2.0,3.0,14.0,10.0,10.0,6.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,20.0,25.0,8.0,10.0,7.0,8.0,2.0,9.0,15.0,0.0,7.0,15.0,0.0,7.0,3.0,8.0,9.0,1.0,4.0,27.0,15.0,10.0,7.0,5.0,10.0,40.0,5.0,9.0,5.0,3.0,6.0,10.0,6.0,5.0,13.0,10.0,15.0,5.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,30.0,10.0,7.0,8.0,6.0,5.0,3.0,4.0,20.0,20.0,6.0,15.0,5.0,8.0,1.0,9.0,4.0,1.0,9.0
490,476,19,1,0,29.0,10.0,15.0,6.0,7.0,30.0,50.0,3.0,6.0,5.0,9.0,6.0,7.0,2.0,3.0,14.0,10.0,10.0,6.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,20.0,25.0,8.0,10.0,7.0,8.0,2.0,9.0,15.0,0.0,7.0,15.0,0.0,7.0,3.0,8.0,9.0,1.0,4.0,25.0,15.0,5.0,6.0,5.0,20.0,50.0,7.0,9.0,7.0,3.0,5.0,9.0,7.0,5.0,13.0,15.0,30.0,5.0,1.0,0.0,2.0,5.0,4.0,1.0,3.0,20.0,5.0,7.0,3.0,5.0,7.0,2.0,3.0,10.0,5.0,6.0,20.0,5.0,9.0,4.0,3.0,3.0,1.0,3.0
490,477,19,1,0,29.0,10.0,15.0,6.0,7.0,30.0,50.0,3.0,6.0,5.0,9.0,6.0,7.0,2.0,3.0,14.0,10.0,10.0,6.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,20.0,25.0,8.0,10.0,7.0,8.0,2.0,9.0,15.0,0.0,7.0,15.0,0.0,7.0,3.0,8.0,9.0,1.0,4.0,27.0,15.0,10.0,7.0,8.0,16.0,25.0,6.0,5.0,7.0,7.0,4.0,8.0,7.0,7.0,5.0,17.0,20.0,7.0,4.0,0.0,2.0,1.0,8.0,5.0,7.0,16.0,15.0,7.0,8.0,6.0,7.0,3.0,7.0,17.0,10.0,6.0,19.0,20.0,8.0,9.0,7.0,4.0,6.0,4.0
490,478,19,1,0,29.0,10.0,15.0,6.0,7.0,30.0,50.0,3.0,6.0,5.0,9.0,6.0,7.0,2.0,3.0,14.0,10.0,10.0,6.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,20.0,25.0,8.0,10.0,7.0,8.0,2.0,9.0,15.0,0.0,7.0,15.0,0.0,7.0,3.0,8.0,9.0,1.0,4.0,26.0,10.0,10.0,7.0,9.0,20.0,30.0,7.0,7.0,3.0,8.0,4.0,7.0,9.0,4.0,13.0,20.0,10.0,9.0,3.0,0.0,1.0,1.0,9.0,4.0,4.0,10.0,10.0,8.0,9.0,7.0,9.0,2.0,8.0,20.0,20.0,4.0,20.0,20.0,8.0,9.0,7.0,4.0,7.0,6.0
490,479,19,0,0,29.0,10.0,15.0,6.0,7.0,30.0,50.0,3.0,6.0,5.0,9.0,6.0,7.0,2.0,3.0,14.0,10.0,10.0,6.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,20.0,25.0,8.0,10.0,7.0,8.0,2.0,9.0,15.0,0.0,7.0,15.0,0.0,7.0,3.0,8.0,9.0,1.0,4.0,27.0,15.0,10.0,8.0,7.0,15.0,30.0,8.0,7.0,7.0,7.0,4.0,9.0,10.0,6.0,13.0,20.0,25.0,8.0,1.0,0.0,3.0,1.0,9.0,3.0,3.0,20.0,15.0,8.0,7.0,8.0,7.0,2.0,5.0,15.0,15.0,7.0,15.0,5.0,8.0,10.0,7.0,4.0,7.0,7.0
490,480,19,1,0,29.0,10.0,15.0,6.0,7.0,30.0,50.0,3.0,6.0,5.0,9.0,6.0,7.0,2.0,3.0,14.0,10.0,10.0,6.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,20.0,25.0,8.0,10.0,7.0,8.0,2.0,9.0,15.0,0.0,7.0,15.0,0.0,7.0,3.0,8.0,9.0,1.0,4.0,26.0,12.0,15.0,7.0,9.0,16.0,18.0,8.0,5.0,6.0,4.0,4.0,9.0,8.0,4.0,5.0,20.0,20.0,10.0,1.0,0.0,1.0,1.0,3.0,4.0,6.0,18.0,16.0,8.0,4.0,9.0,4.0,2.0,10.0,16.0,16.0,5.0,18.0,15.0,9.0,7.0,3.0,3.0,1.0,7.0
491,466,19,1,0,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,24.0,20.0,10.0,8.0,6.0,10.0,45.0,7.0,10.0,2.0,6.0,7.0,8.0,9.0,5.0,18.0,15.0,15.0,7.0,3.0,0.0,1.0,6.0,4.0,1.0,1.0,20.0,15.0,8.0,7.0,5.0,8.0,2.0,8.0,15.0,10.0,4.0,20.0,5.0,9.0,4.0,5.0,5.0,2.0,2.0
491,467,19,1,1,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,24.0,20.0,5.0,8.0,9.0,20.0,60.0,8.0,7.0,8.0,9.0,2.0,9.0,9.0,7.0,8.0,20.0,10.0,8.0,5.0,0.0,1.0,6.0,8.0,7.0,4.0,20.0,15.0,8.0,9.0,9.0,9.0,2.0,9.0,0.0,5.0,9.0,20.0,5.0,8.0,8.0,9.0,8.0,4.0,9.0
491,468,19,0,0,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,25.0,15.0,10.0,8.0,8.0,15.0,30.0,8.0,2.0,6.0,9.0,6.0,7.0,7.0,4.0,13.0,15.0,15.0,6.0,2.0,0.0,3.0,1.0,8.0,5.0,2.0,15.0,20.0,8.0,9.0,7.0,9.0,6.0,8.0,15.0,10.0,7.0,25.0,15.0,9.0,8.0,5.0,7.0,3.0,6.0
491,469,19,1,1,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,25.0,10.0,10.0,6.0,7.0,20.0,40.0,8.0,9.0,4.0,7.0,3.0,7.0,7.0,4.0,13.0,20.0,10.0,8.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,20.0,20.0,6.0,7.0,7.0,8.0,4.0,7.0,20.0,10.0,6.0,10.0,10.0,8.0,10.0,7.0,9.0,7.0,9.0
491,470,19,1,1,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,29.0,10.0,5.0,6.0,10.0,10.0,60.0,4.0,4.0,3.0,6.0,4.0,10.0,1.0,4.0,4.0,25.0,10.0,5.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,25.0,10.0,8.0,10.0,10.0,6.0,4.0,10.0,10.0,5.0,10.0,20.0,10.0,9.0,1.0,10.0,5.0,1.0,1.0
491,471,19,0,0,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,30.0,15.0,15.0,9.0,7.0,15.0,25.0,7.0,4.0,9.0,6.0,5.0,10.0,6.0,5.0,4.0,10.0,15.0,8.0,2.0,0.0,3.0,2.0,5.0,8.0,8.0,25.0,15.0,9.0,8.0,7.0,6.0,4.0,7.0,20.0,20.0,10.0,15.0,10.0,8.0,3.0,6.0,8.0,4.0,4.0
491,472,19,0,0,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,25.0,10.0,5.0,9.0,8.0,10.0,30.0,8.0,5.0,7.0,10.0,4.0,9.0,7.0,4.0,5.0,20.0,30.0,10.0,1.0,0.0,2.0,2.0,9.0,1.0,3.0,25.0,10.0,8.0,10.0,9.0,10.0,3.0,8.0,10.0,20.0,5.0,25.0,5.0,10.0,10.0,10.0,1.0,6.0,9.0
491,473,19,0,0,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,34.0,15.0,15.0,7.0,8.0,15.0,20.0,7.0,2.0,6.0,9.0,6.0,8.0,5.0,7.0,10.0,15.0,15.0,8.0,6.0,0.0,4.0,2.0,8.0,1.0,1.0,20.0,15.0,10.0,9.0,8.0,9.0,4.0,9.0,15.0,15.0,7.0,20.0,20.0,9.0,7.0,8.0,8.0,5.0,7.0
491,474,19,0,0,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,30.0,5.0,10.0,7.0,7.0,15.0,50.0,9.0,2.0,9.0,7.0,6.0,10.0,10.0,9.0,10.0,30.0,10.0,10.0,2.0,0.0,5.0,1.0,9.0,1.0,1.0,10.0,10.0,8.0,3.0,7.0,10.0,1.0,8.0,20.0,10.0,6.0,20.0,10.0,9.0,10.0,4.0,1.0,2.0,9.0
491,475,19,0,0,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,27.0,15.0,10.0,7.0,5.0,10.0,40.0,5.0,9.0,5.0,3.0,6.0,10.0,6.0,5.0,13.0,10.0,15.0,5.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,30.0,10.0,7.0,8.0,6.0,5.0,3.0,4.0,20.0,20.0,6.0,15.0,5.0,8.0,1.0,9.0,4.0,1.0,9.0
491,476,19,0,0,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,25.0,15.0,5.0,6.0,5.0,20.0,50.0,7.0,9.0,7.0,3.0,5.0,9.0,7.0,5.0,13.0,15.0,30.0,5.0,1.0,0.0,2.0,5.0,4.0,1.0,3.0,20.0,5.0,7.0,3.0,5.0,7.0,2.0,3.0,10.0,5.0,6.0,20.0,5.0,9.0,4.0,3.0,3.0,1.0,3.0
491,477,19,0,0,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,27.0,15.0,10.0,7.0,8.0,16.0,25.0,6.0,5.0,7.0,7.0,4.0,8.0,7.0,7.0,5.0,17.0,20.0,7.0,4.0,0.0,2.0,1.0,8.0,5.0,7.0,16.0,15.0,7.0,8.0,6.0,7.0,3.0,7.0,17.0,10.0,6.0,19.0,20.0,8.0,9.0,7.0,4.0,6.0,4.0
491,478,19,1,1,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,26.0,10.0,10.0,7.0,9.0,20.0,30.0,7.0,7.0,3.0,8.0,4.0,7.0,9.0,4.0,13.0,20.0,10.0,9.0,3.0,0.0,1.0,1.0,9.0,4.0,4.0,10.0,10.0,8.0,9.0,7.0,9.0,2.0,8.0,20.0,20.0,4.0,20.0,20.0,8.0,9.0,7.0,4.0,7.0,6.0
491,479,19,0,0,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,27.0,15.0,10.0,8.0,7.0,15.0,30.0,8.0,7.0,7.0,7.0,4.0,9.0,10.0,6.0,13.0,20.0,25.0,8.0,1.0,0.0,3.0,1.0,9.0,3.0,3.0,20.0,15.0,8.0,7.0,8.0,7.0,2.0,5.0,15.0,15.0,7.0,15.0,5.0,8.0,10.0,7.0,4.0,7.0,7.0
491,480,19,0,0,29.0,8.0,5.0,7.0,8.0,30.0,50.0,7.0,7.0,9.0,8.0,4.0,9.0,9.0,5.0,8.0,20.0,20.0,7.0,7.0,1.0,1.0,2.0,9.0,3.0,3.0,25.0,10.0,7.0,8.0,9.0,9.0,3.0,8.0,7.0,5.0,9.0,10.0,10.0,7.0,9.0,7.0,2.0,2.0,6.0,26.0,12.0,15.0,7.0,9.0,16.0,18.0,8.0,5.0,6.0,4.0,4.0,9.0,8.0,4.0,5.0,20.0,20.0,10.0,1.0,0.0,1.0,1.0,3.0,4.0,6.0,18.0,16.0,8.0,4.0,9.0,4.0,2.0,10.0,16.0,16.0,5.0,18.0,15.0,9.0,7.0,3.0,3.0,1.0,7.0
492,466,19,0,0,30.0,10.0,30.0,10.0,10.0,30.0,0.0,10.0,2.0,4.0,2.0,4.0,10.0,10.0,7.0,10.0,30.0,0.0,10.0,2.0,1.0,2.0,2.0,10.0,1.0,1.0,30.0,30.0,10.0,5.0,10.0,5.0,6.0,10.0,0.0,10.0,10.0,0.0,30.0,10.0,10.0,5.0,7.0,10.0,10.0,24.0,20.0,10.0,8.0,6.0,10.0,45.0,7.0,10.0,2.0,6.0,7.0,8.0,9.0,5.0,18.0,15.0,15.0,7.0,3.0,0.0,1.0,6.0,4.0,1.0,1.0,20.0,15.0,8.0,7.0,5.0,8.0,2.0,8.0,15.0,10.0,4.0,20.0,5.0,9.0,4.0,5.0,5.0,2.0,2.0
492,467,19,1,1,30.0,10.0,30.0,10.0,10.0,30.0,0.0,10.0,2.0,4.0,2.0,4.0,10.0,10.0,7.0,10.0,30.0,0.0,10.0,2.0,1.0,2.0,2.0,10.0,1.0,1.0,30.0,30.0,10.0,5.0,10.0,5.0,6.0,10.0,0.0,10.0,10.0,0.0,30.0,10.0,10.0,5.0,7.0,10.0,10.0,24.0,20.0,5.0,8.0,9.0,20.0,60.0,8.0,7.0,8.0,9.0,2.0,9.0,9.0,7.0,8.0,20.0,10.0,8.0,5.0,0.0,1.0,6.0,8.0,7.0,4.0,20.0,15.0,8.0,9.0,9.0,9.0,2.0,9.0,0.0,5.0,9.0,20.0,5.0,8.0,8.0,9.0,8.0,4.0,9.0
492,468,19,1,1,30.0,10.0,30.0,10.0,10.0,30.0,0.0,10.0,2.0,4.0,2.0,4.0,10.0,10.0,7.0,10.0,30.0,0.0,10.0,2.0,1.0,2.0,2.0,10.0,1.0,1.0,30.0,30.0,10.0,5.0,10.0,5.0,6.0,10.0,0.0,10.0,10.0,0.0,30.0,10.0,10.0,5.0,7.0,10.0,10.0,25.0,15.0,10.0,8.0,8.0,15.0,30.0,8.0,2.0,6.0,9.0,6.0,7.0,7.0,4.0,13.0,15.0,15.0,6.0,2.0,0.0,3.0,1.0,8.0,5.0,2.0,15.0,20.0,8.0,9.0,7.0,9.0,6.0,8.0,15.0,10.0,7.0,25.0,15.0,9.0,8.0,5.0,7.0,3.0,6.0
492,469,19,1,1,30.0,10.0,30.0,10.0,10.0,30.0,0.0,10.0,2.0,4.0,2.0,4.0,10.0,10.0,7.0,10.0,30.0,0.0,10.0,2.0,1.0,2.0,2.0,10.0,1.0,1.0,30.0,30.0,10.0,5.0,10.0,5.0,6.0,10.0,0.0,10.0,10.0,0.0,30.0,10.0,10.0,5.0,7.0,10.0,10.0,25.0,10.0,10.0,6.0,7.0,20.0,40.0,8.0,9.0,4.0,7.0,3.0,7.0,7.0,4.0,13.0,20.0,10.0,8.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,20.0,20.0,6.0,7.0,7.0,8.0,4.0,7.0,20.0,10.0,6.0,10.0,10.0,8.0,10.0,7.0,9.0,7.0,9.0
492,470,19,1,0,30.0,10.0,30.0,10.0,10.0,30.0,0.0,10.0,2.0,4.0,2.0,4.0,10.0,10.0,7.0,10.0,30.0,0.0,10.0,2.0,1.0,2.0,2.0,10.0,1.0,1.0,30.0,30.0,10.0,5.0,10.0,5.0,6.0,10.0,0.0,10.0,10.0,0.0,30.0,10.0,10.0,5.0,7.0,10.0,10.0,29.0,10.0,5.0,6.0,10.0,10.0,60.0,4.0,4.0,3.0,6.0,4.0,10.0,1.0,4.0,4.0,25.0,10.0,5.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,25.0,10.0,8.0,10.0,10.0,6.0,4.0,10.0,10.0,5.0,10.0,20.0,10.0,9.0,1.0,10.0,5.0,1.0,1.0
492,471,19,1,0,30.0,10.0,30.0,10.0,10.0,30.0,0.0,10.0,2.0,4.0,2.0,4.0,10.0,10.0,7.0,10.0,30.0,0.0,10.0,2.0,1.0,2.0,2.0,10.0,1.0,1.0,30.0,30.0,10.0,5.0,10.0,5.0,6.0,10.0,0.0,10.0,10.0,0.0,30.0,10.0,10.0,5.0,7.0,10.0,10.0,30.0,15.0,15.0,9.0,7.0,15.0,25.0,7.0,4.0,9.0,6.0,5.0,10.0,6.0,5.0,4.0,10.0,15.0,8.0,2.0,0.0,3.0,2.0,5.0,8.0,8.0,25.0,15.0,9.0,8.0,7.0,6.0,4.0,7.0,20.0,20.0,10.0,15.0,10.0,8.0,3.0,6.0,8.0,4.0,4.0
492,472,19,1,1,30.0,10.0,30.0,10.0,10.0,30.0,0.0,10.0,2.0,4.0,2.0,4.0,10.0,10.0,7.0,10.0,30.0,0.0,10.0,2.0,1.0,2.0,2.0,10.0,1.0,1.0,30.0,30.0,10.0,5.0,10.0,5.0,6.0,10.0,0.0,10.0,10.0,0.0,30.0,10.0,10.0,5.0,7.0,10.0,10.0,25.0,10.0,5.0,9.0,8.0,10.0,30.0,8.0,5.0,7.0,10.0,4.0,9.0,7.0,4.0,5.0,20.0,30.0,10.0,1.0,0.0,2.0,2.0,9.0,1.0,3.0,25.0,10.0,8.0,10.0,9.0,10.0,3.0,8.0,10.0,20.0,5.0,25.0,5.0,10.0,10.0,10.0,1.0,6.0,9.0
492,473,19,0,0,30.0,10.0,30.0,10.0,10.0,30.0,0.0,10.0,2.0,4.0,2.0,4.0,10.0,10.0,7.0,10.0,30.0,0.0,10.0,2.0,1.0,2.0,2.0,10.0,1.0,1.0,30.0,30.0,10.0,5.0,10.0,5.0,6.0,10.0,0.0,10.0,10.0,0.0,30.0,10.0,10.0,5.0,7.0,10.0,10.0,34.0,15.0,15.0,7.0,8.0,15.0,20.0,7.0,2.0,6.0,9.0,6.0,8.0,5.0,7.0,10.0,15.0,15.0,8.0,6.0,0.0,4.0,2.0,8.0,1.0,1.0,20.0,15.0,10.0,9.0,8.0,9.0,4.0,9.0,15.0,15.0,7.0,20.0,20.0,9.0,7.0,8.0,8.0,5.0,7.0
492,474,19,1,1,30.0,10.0,30.0,10.0,10.0,30.0,0.0,10.0,2.0,4.0,2.0,4.0,10.0,10.0,7.0,10.0,30.0,0.0,10.0,2.0,1.0,2.0,2.0,10.0,1.0,1.0,30.0,30.0,10.0,5.0,10.0,5.0,6.0,10.0,0.0,10.0,10.0,0.0,30.0,10.0,10.0,5.0,7.0,10.0,10.0,30.0,5.0,10.0,7.0,7.0,15.0,50.0,9.0,2.0,9.0,7.0,6.0,10.0,10.0,9.0,10.0,30.0,10.0,10.0,2.0,0.0,5.0,1.0,9.0,1.0,1.0,10.0,10.0,8.0,3.0,7.0,10.0,1.0,8.0,20.0,10.0,6.0,20.0,10.0,9.0,10.0,4.0,1.0,2.0,9.0
492,475,19,1,1,30.0,10.0,30.0,10.0,10.0,30.0,0.0,10.0,2.0,4.0,2.0,4.0,10.0,10.0,7.0,10.0,30.0,0.0,10.0,2.0,1.0,2.0,2.0,10.0,1.0,1.0,30.0,30.0,10.0,5.0,10.0,5.0,6.0,10.0,0.0,10.0,10.0,0.0,30.0,10.0,10.0,5.0,7.0,10.0,10.0,27.0,15.0,10.0,7.0,5.0,10.0,40.0,5.0,9.0,5.0,3.0,6.0,10.0,6.0,5.0,13.0,10.0,15.0,5.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,30.0,10.0,7.0,8.0,6.0,5.0,3.0,4.0,20.0,20.0,6.0,15.0,5.0,8.0,1.0,9.0,4.0,1.0,9.0
492,476,19,0,0,30.0,10.0,30.0,10.0,10.0,30.0,0.0,10.0,2.0,4.0,2.0,4.0,10.0,10.0,7.0,10.0,30.0,0.0,10.0,2.0,1.0,2.0,2.0,10.0,1.0,1.0,30.0,30.0,10.0,5.0,10.0,5.0,6.0,10.0,0.0,10.0,10.0,0.0,30.0,10.0,10.0,5.0,7.0,10.0,10.0,25.0,15.0,5.0,6.0,5.0,20.0,50.0,7.0,9.0,7.0,3.0,5.0,9.0,7.0,5.0,13.0,15.0,30.0,5.0,1.0,0.0,2.0,5.0,4.0,1.0,3.0,20.0,5.0,7.0,3.0,5.0,7.0,2.0,3.0,10.0,5.0,6.0,20.0,5.0,9.0,4.0,3.0,3.0,1.0,3.0
